frames,fitness_mean,fitness_min,fitness_std,dominant_component,mean_step_distance,max_step_distance,mean_width,mean_height,theta_abs_mean,color_mean,texture_mean,edges_mean
60,0.956423981487751,0.9408325016498565,0.007573310208544556,alpha_color,4.560697994378153,12.379418403139947,67.28333333333333,103.91666666666667,4.873744733060198,0.9479496955871582,0.9445181508858999,0.9963263283173244
