frames,fitness_mean,fitness_min,fitness_std,dominant_component,mean_step_distance,max_step_distance,mean_width,mean_height,theta_abs_mean,color_mean,texture_mean,edges_mean
35,0.9030034256832941,0.7269885927438736,0.06585935015240121,alpha_color,5.362680260578569,14.0089257261219,35.885714285714286,86.02857142857142,5.527393954374802,0.8637657199587141,0.9020337939262391,0.9929851191384452
